text,label,dataset
"[#【【【【【【【#,#【【【【【【1073 cases#] At 0-24:00 on February 9, 2020, 40 cases of new new coronary virus pneumonia were added in Henan Province, and 38 new cases were added.Among the newly confirmed cases, there were 15 cases of Xinyang (including 5 cases in Gushi County), 7 cases in Zhumadian City, 4 cases in Zhengzhou, 3 cases of Zhoukou, 2 cases of Pingdingshan City, 2 cases of Luoyang City, and 2 cases of Xinxiang City (including1 case of Changyuan City), 1 case of Puyang City, 1 case of Anyang, 1 case of Shangqiu, 1 case of Nanyang City, and 1 case of Jiaozuo City.As of 24:00 on February 9th, there were 1073 confirmed cases of new types of coronary virus pneumonia in the province, 63 cases of severe cases, 31 cases of severe severe cases, and 6 cumulative death cases, and 169 cured cases.Among them: In the case of confirmation, 220 cases of Xinyang City (including 23 cases in Gushi County), 134 cases in Nanyang City (including Dengzhou City), 130 cases in Zhengzhou (including 8 cases of Gongyi City), 123 cases in Zhumadian City (including including Zhumadian City) (including in Zhumadian City (including including Gongyi City) (including Gongyi City) (including Gongyi City) (including Gongyi City)10 cases in Xinzai County), 83 cases of Shangqiu City (including 14 cases including Yongyong), 65 cases of Zhoukou City (including 6 cases including Luyi County), 52 cases of Pingdingshan City (including 1 case of Ruzhou), and 46 cases of Xinxiang City (Xinxiang City6 cases with Changyuan City), 45 cases in Anyang City (including 2 cases including slippery counties), 31 cases of Xuchang City, 30 cases in Luohe City, 27 cases in Luoyang City, 25 cases of Jiaozuo City, and 24 cases of Kaifeng City (including 5 cases of Lancao County), 17 cases of Hebi, 10 cases of Puyang City, 7 cases of Sanmenxia City, and 4 cases of Jiyuan Demonstration Zone.At present, there are 24,627 people who have been tracked to close contact. 3,890 observations have been lifted on February 9th. The diagnosis is suspected of 56 people, and a total of 10,199 people are receiving medical observation.",real,checked
To express gratitude towards India for sending the Hydroxychloroquine to the US a group of American youth sings the Indian national anthem.,fake,constraint
"[#Wuhan University War Promotion Video#: There is no period of cold, never dissipated, no touch of sunshine refuses to be full] Watching you well, I will remember this hard work, protect you strong, accompany you fragrance;He is determined to be a pen, Li Tuoxin is foundation, and he has self -improvement, and Li Gengzi Hongyi.##!L Wuhan University's Weibo Video",real,checked
"[#【【【【【【【#,#【【【【【【【【【#] According to the real -time statistics of the global new crown pneumonia data released by Johns Hopkins University in the United States, as of July Eastern time,At 6 pm on the 7th, a total of 298,1602 cases were diagnosed in the United States, and 13,248 cases were killed.In the past 24 hours, 5,9602 were diagnosed, and 1,040 newly died.(Zhang Mengxu)",real,checked
"The British epidemic broke out, and the black area began to commotion#Funny humor#l instantly aggressive Weibo videos",fake,checked
_Israel has found a cure and a vaccine for coronavirus._,fake,constraint
Our 4 pm update is published. The US has now completed tests on at least 179220 people up 44035 from yesterday's total. Note that we can only track tests that a state reports (for now). And not all states report all negative tests. For details see: https://t.co/PZrmH4bl5Y,real,constraint
New WHO guidelines recommend encouraging children under four to masturbate.,fake,constraint
Andrew Jenkinson says his wife's treatment has been paused because there is too much concentration on COVID-19. Get more on this story here: https://t.co/71a1eMv6AL https://t.co/unLobDNeO0,real,constraint
"[#Russia Constitutional Amendment Referendum Pass#] Russia News Agency reported on the 2nd that the Russian Central Election Commission announced that it has completed all the votes of the Russian Constitution Amendment.EssenceThe constitutional amendment of Russia was the largest since the implementation of the 1993 Constitution. The voting was scheduled to be held on April 22, and the new crown epidemic was held from June 25 to July 1.O web link",real,checked
Seventeen days agowe set a target to scale up #COVID19 testing capacity from 6 to 13 labs in 3 weeks Todaywe announced the inclusion of the 12th &amp; 13th labs with plans for further expansion Our lab strategy set to be published has more details on how we‘re scaling up testing https://t.co/QkmyrZWOk8,real,constraint
A sample of COVID-19 patients reported typical symptoms such as fever cough shortness of breath but also symptoms like fatigue diarrhea muscle aches headache and chills. Read more about #COVID19 symptoms in today's @CDCMMWR: https://t.co/CjFU87WGPd. https://t.co/97vWRc9N8F,real,constraint
Headache may be a key symptom of #COVID19. https://t.co/ztYHjZn1Hv,real,constraint
Nashville Man Becomes Unstoppable After Eating Raw Beet https://t.co/5PiNezqhpk #health #nashville #covid19 #immunity #inflammation,fake,constraint
"A small story should be compiled. Someone is called Wu Haoyun. At the age of 62, he has survived the natural disaster for three years and survived in the ruins of the Great Earthquake in Tangshan.The ancestor encountered the Wenchuan earthquake again. This time, although he was infected with the new crown, he survived tenaciously.But this time when he came to Fujian, he was crushed by the collapsed Xinjia Hotel.He escaped the natural disaster again and again, but the only time he died in human disasters.",fake,checked
The continuing good news is that daily reported deaths continue to fall: Only 656 today. The 7-day average held steady under 1000. https://t.co/9BT0TDiY2c,real,constraint
"[#【【【【【【【【【#?Four reasons broke ↓] As of July 24, the confirmed cases of new crown pneumonia in the United States have exceeded 4 million cases, and their death cases have exceeded 140,000, accounting for about one -fifth of the global total death cases.Behind the rising numbers, there is a problem worth exploring.#Why did the United States defeat in the new crown#?We summarize the 4 points of the reason- ""SICC"" ↓↓ ↓ L's Weibo Video of the People's Daily",real,checked
Arizona and Missouri report only facilities with outbreaks not actual cases deaths or facility names—this appears transparent but doesn’t convey COVID-19’s true impact. County health depts (Maricopa AZ and St. Louis MO) provide both states’ most reliable source of LTC data.,real,constraint
Today’s second confirmed case is a 59 year old woman who travelled from Delhi and who arrived in Auckland on 15 June. She was tested while at the Grand Millennium managed isolation facility and was travelling with her partner who has also been tested and whose result is pending.,real,constraint
RT @PIB_India: Studies show that in 68% of #COVID2019 patients use of remdesivir reduces oxygen demand. However while the manufacturer @G…,real,constraint
More than 100 Nurses in Jhalawar (Rajasthan India) resigned due to COVID-19 infected Jamaatis mistreating them.,fake,constraint
Ghana Education Service confirms date schools in Ghana will reopen.,fake,constraint
States are in the dark about available beds and ICU capacity after the White House halted #COVID19 reports to the CDC. https://t.co/89HAk004ue,real,constraint
Data from #COVIDNET show that after a period of decline #COVID19 hospitalization rates have begun to increase in recent weeks. You can help slow the spread of COVID-19. Stay 6 feet apart; wear a mask and wash your hands often. More: https://t.co/qpYN3dSJL8. https://t.co/pboxwJ4nMg,real,constraint
"[Battle will win!#…… …… …… …… …… …… …… …… …… …… …… …… ……, countless ordinary people come forward and become a fearless soldier.#↓ ↓ ↓ ↓ ↓ to them!@Comics",real,checked
The first tranche of people should be into the user groups in our Slack. Note: we're thinking of these channels as largely peer support for working with this data. But it's been fascinating just to see the different types of users too. Sign up: https://t.co/ixqXU6X2b7,real,constraint
"[Reversely knows!#Dalian these two types of personnel, please report and test#,#July 6th, take the staff of Dalian Metro Line 3, please report#] According to@, in the epidemiological survey and big data traceability, most cases were foundThere is a history of activities in Dalian Kaiyang World Seafood Co., Ltd. or the history of contact with relevant personnel.In order to find possible sources of infection, Dalian City ’s co -ordination promotion of the new crown virus pneumonia epidemic prevention and control and economic and social development work headquarters requirements: 1. Since July 6, 2020, I have been to Dalian Kaiyang World Seafood Co., Ltd.The company's staff have a direct contact person, please report to the community and units immediately to detect nucleic acid testing and isolation at home.If you have fever, cough, or other discomfort symptoms, you should go to the medical institution to send a hot clinic in time.2. Since July 6, 2020, personnel who have taken Metro Line 3 (Dalian Railway Station -Jinshitan) should immediately actively report to the community and unit for nucleic acid testing.If you have fever, cough, or other discomfort symptoms, you should go to the medical institution to send a hot clinic in time.During the round -trip test, we should wear a mask in strict accordance with the requirements, do personal protection, and try to avoid taking public transportation as much as possible.",real,checked
Over the next week even if you don’t have symptoms please have a test if you’re in South or West Auckland or if you have a greater health risk if you were to get COVID-19. Tests are free and there are more than 1100 testing sites nationwide: https://t.co/9t6PZS4kjP,real,constraint
A rare case of transverse myelitis may be linked to the vaccine. https://t.co/BlwFmYCV3W,real,constraint
"[#Beijing announced yesterday's newly added confirmed case details#:#Beijing's newly added 27 cases to the newly issued place with Xinfa Land#] On the evening of June 16, Beijing held a press conference on the prevention and control of the new crown pneumonia.According to Pang Xinghuo, deputy director of the Beijing Disease Prevention and Control Center, introduced 27 new cases of new crown pneumonia on June 15th to 24:00 on June 15, 17 cases of men, and 10 men and 10 women, all of which are related to the market.O web link",real,checked
*Recovered* ➡️Those who have had the disease. We assume that these people acquire long-lasting immunity though people only remain immune to other coronaviruses for 1-2 years (avg) and there is some early evidence to suggest the infection may not create immunity in some people.,real,constraint
"In the thick of a global outbreak, a London-based news media organisation broke a story claiming that the Pakistani Prime Minister has been infected by the novel virus.",fake,constraint
Please convince your patients to wear masks out in public. https://t.co/g6gXfclpDH via @PaulPauwaert https://t.co/8Usgikdf9c,real,constraint
"[#Australia New Zealand has announced the ban on tourists from entering#] According to CCTV, Australia and New Zealand have announced that they will ban all tourists from entering the afternoon.On the 19th, Australian Prime Minister Morrison announced that starting from 9 pm on the 20th, all non -Australian citizens and non -permanent residents performed a travel ban. Only citizens, permanent residents, and their direct relatives could enter the country.The New Zealand Prime Minister Jehshada Adene announced on the afternoon of the 19th that in order to curb the spread of new crown pneumonia, all other people except New Zealand citizens, New Zealand permanent residents and their direct relatives will enter the country.The ban will take effect at midnight on the 19th.According to official data, there were 636 cases of new crown pneumonia in Australia, which had killed 6 people.28 cases of New Zealand were diagnosed.",real,checked
New rules banning social gatherings of more than six people have been introduced across England Scotland and Wales. But what are the new rules what happens if you break them and how do they differ across the nations? 👇,real,constraint
"@vicdevine Victor, Hot spots for COVID-19 are also commonly 5G areas! https://t.co/1aTO9qo0HE Fear ignorance as much as fear. A virus is a virus. Also, look at zinc, Vitamins D, C, A &amp; quinine, &amp; last but not least chlorine dioxide. You can a kit for $50, enough for person months.",fake,constraint
"Heroic purse adorned with hand sanitizer keychain becomes humanity’s final hope against contagious epidemic #handsanitizer
#COVID19 #cornoravirus 
https://t.co/XDQB6AH4rA https://t.co/ILUeC0rsza",fake,constraint
RT @drharshvardhan: Launched India’s first mobile lab for #COVID19 testing to promote last-mile testing access in rural &amp; inaccessible area…,real,constraint
... &amp; goes down over the next 7 days. Available evidence does not indicate any increase in risk of transmission from #COVID cases discharged based on revised discharge criteria which also specifies that such #COVID_19 cases will be advised to isolate themselves at home... (3/4),real,constraint
“if your child gets this virus they're going to the hospital alone in a van with people they don't know to be with people they don't know. You will be at home without them in their time of need.”,fake,constraint
WHO calls for isolation of China due to the coronavirus.,fake,constraint
"Turn: Russia has more than 10,000 diagnosis, and drives the Chinese in anger!Most of these people study and do business there!The United States has diagnosed more than 40,000 Chinese people who have not driven away a law -abiding Chinese. This is the gap between civilization and barbaric!",fake,checked
Coronavirus: London could face fresh restrictions under mayor's 'new plan' https://t.co/tasRzZAYdW,real,constraint
A doctor from Rio de Janeiro Brazil releases audio saying isolation should be over since there are few patients with COVID-19 in the city.,fake,constraint
"@IvankaTrump Chinese Virologist Dr. #LiMengYan put her life on the line to delivery the truth of the #ccpvirus. Covid-19 is a lab manufactured biological weapon based on the ZhouShan bat virus. 
Why doesn’t America want the truth?

#TakeDownTheCCP
#CCPLiedPeopleDied

https://t.co/sMFnWI1Jzx",fake,constraint
RT @WHO: #COVID19 transmission occurs primarily through direct indirect or close contact with infected people through their saliva and res…,real,constraint
"The reported death toll today is 2100 people. That's in line with last week's numbers. (Again these numbers do not include 5000 ""probable"" deaths in New York City because New York State doesn't record them yet.) https://t.co/CbZwBOEKeH https://t.co/sUbx3XE71D",real,constraint
"[May your loved ones are safe, spring warm and sunny]#【【#,@【【【【, invite @x 玖 Youth group Xiao Zhan Daytoy to sing the song ""The Ping An of the year"".@Lighting the Ping An Lantern event, bring## topic for reposting, your Weibo nickname will light up the Ping An Lantern icon.Everyone will win the ""epidemic"" and look forward to returning from the spring of relatives in spring.L People's Daily's Weibo Video",real,checked
Our daily update is published. We’ve now tracked 28.1 million tests up 511k from yesterday. For details see: https://t.co/PZrmH4bl5Y https://t.co/ngbG0kyI82,real,constraint
"Russia to Supply Anti-COVID Avifavir to 17 Countries.

Based on the Japanese drug Favipiravir several countries developed Covid drugs, like the Japanese Avigan and US/Chinese Remdesivir the Russian Avifavir.

Post-registration clinical trials are complete. https://t.co/mxW1MgJb0I",fake,constraint
NEWS! Government advises using witchcraft to boost immunity during coronavirus epidemic https://t.co/9Lt7UbgFEs https://t.co/veMBOBVbXS,fake,constraint
"[#【【【The driver of Guangdong Medical Team has been controlled by the police#【【【【] On the 13th,#【【【【【【【【【#, according to@【【, after preliminary investigation, the driver Huang of the accident, Huang, was suspected of a traffic accident.Crime has been controlled by the police.Investigation and aftermath work are underway.",real,checked
"[Forward reminder!#Zero -new increase is not equal to Master Master's Daji#] On the 8th, the Beijing press conference news. With the peak of the epidemic, some citizens appeared to go out without wearing a mask and bending, gathering and chatting.Remind the public that keeping up sober minds and strengthening#zero -new increase does not equal zero risk#consciousness.Everyone must be the guardians of their own health and urban health.To overcome the epidemic, we continue to work hard!",real,checked
There are 57 people linked to the community cluster who remain in the Auckland quarantine facility which includes 27 people who have tested positive for COVID-19 and their household contacts.,real,constraint
"@OmarKelly As the Corona virus is real and afffecting people I have personally seen business the have been around for decades disappear. What more can we do with this shut down? Wait until everyone is out of business? We need to open up, our lives depend on it.",fake,constraint
"[Two departments:#【【【【【【【【【【#] Recently, the National Health and Health Commission and the Ministry of Education jointly issued the ""Technical Plan for the Prevention and Control of New Crown Pneumonia Epidemic Extraction of College College"".The dining table and chairs are also a single -seat single -seat and keep the interval 1.5 meters; the beds of the student dormitory are redistributed to reduce the personnel and open the distance;Overseas teachers and students did not return to the school without receiving the school, and freshmen did not report.O web link",real,checked
"## It is reported that during the outbreak of the epidemic in my country, Sun Yue, the defender of the CBA Bei -Control men's basketball team, took the family to the United States together, and now the United States has become the country with the worst epidemic. Due to flight control, it will not come back to China for the time being. His wife Chen Lu also said in the live broadcast that he was discriminated against in the United States.",fake,checked
"@globaltimesnews It's chinese biological weapon 
Chinese virus not corona virus",fake,constraint
"[#【【【#] Every Dragon Boat Festival, this year, people's greetings mutual greetings are particularly different because the epidemic significance is particularly different.Dragon Boat Festival has the custom of exorcising evil spirits since ancient times. This day, weeds and sacrals mean to eliminate plague poison, remove filth, and pray for health and peace.Against the epidemic, wash your hands and use public chopsticks, is the care of others; wearing masks and not clinging is supporting the anti -epidemic prevention.Let's say a good wishes for your health is the good wishes of blessing.",real,checked
Mike Pence introduces program to cure coronavirus carriers with conversion therapy https://t.co/A36KAO2NWa https://t.co/bp0SDO25F0,fake,constraint
"[#31 provincial, autonomous region and municipalities added 44 new crown pneumonia#,#31 provincial and municipal cumulative report 80695 cases of new crown pneumonia#] At 0-24:00 on March 7, 31 provinces (autonomous regions, municipalities) and Xinjiang Production and Construction Corps report44 newly confirmed cases, 27 new death cases (27 cases in Hubei), and 84 new suspected cases.There were 1,661 new cases of hospitalization on the day, 4,021 close contacts of medical observations were lifted, and 225 cases were reduced by 225 cases.As of 24:00 on March 7, according to the reports of 31 provinces (autonomous regions, municipalities) and Xinjiang Production and Construction Corps, there are currently 20,533 confirmed cases (including 5,264 in severe cases), and 5,7065 cases have been cured.There were 80,695 confirmed cases, and 458 suspected cases were reported.A total of 67,4038 people were tracked to the close contact, and 2,3074 close contacts who were observed in medical observation.41 newly confirmed cases in Hubei (41 cases in Wuhan), 1,543 cases of new cure for hospitalization (1,259 cases in Wuhan), 27 cases of new deaths (21 cases in Wuhan), and 19710 confirmed cases (Wuhan 17,772 cases), and), in 17,777 cases in Wuhan).Among them, 5,140 cases of severe cases (4850 cases in Wuhan).A total of 45011 cases were cured (29,770 cases in Wuhan), 2986 cases (2,370 cases in Wuhan), and 6,7707 cumulative diagnosis cases (49912 cases in Wuhan).42 new suspected cases (42 cases in Wuhan), and 295 suspected cases (258 cases of Wuhan).At 0-24 on March 7, 3 cases were reported to report overseas input. There were 3 cases of confirmed cases (2 cases in Beijing, 1 case of Gansu).As of 24:00 on March 7, there were 63 confirmed cases in the overseas input.A total of 164 cases were notified in Hong Kong, Macao and Taiwan: 109 cases of 109 cases of the Hong Kong Special Administrative Region (55 cases of discharge, 2 cases of death), 10 cases of Macau Special Administrative Region (10 cases were discharged), 45 cases in Taiwan (13 cases were discharged, 1 death of death was 1 case of death.",real,checked
"[#French banning measures extended for a month#] On the evening of the 13th local time, French President Macron delivered a national speech and acknowledged that France was not prepared in the early stage of the epidemic.Gradually terminated, it is promised to continue to improve the detection capacity. On May 11, it is expected to provide testing for all symptoms.(Ge Wenbo)",real,checked
"#During the resumption of work in Beijing, 66 people are closely exposed to 66 people.#10 kilometers.Punishment o web link",fake,checked
The seats of the Beijing Metro are dismantled. Is it to keep a distance from others and be conducive to prevention and control?@L v @livefun Angel Traveler 2 Beijing · Ledicheng Mansion,fake,checked
"[#Shanghai's first batch of 205 theaters will resume the market#,#multiple popular films will be restarted#] The first batch of 205 theaters in Shanghai will be restored on the 28th.Nearly 20 films such as ""Wandering Earth"", ""The Demon Children of Nezha"", ""War Wolf 2"" and ""Chinese Partner"" participated in the first batch of films.Yin Xin, a spokesman for the Shanghai Municipal Government, introduced that when the audience entered the theater, it was necessary to receive body temperature testing, wearing a mask, and showing the ""health code"".The theater party should cross or sell tickets at intervals. The interval between the scene is controlled for more than 20 minutes to ensure that each scene is complete and there is sufficient time for disinfection in the field.(Xinhua News Agency)",real,checked
There are now 15 COVID special clinics. We have seen congestions at this clinics so please remember that you can also be tested for free at your GP. If you are well please stay put. This helps us prioritise testing.,real,constraint
"A sharepic states that since the beginning of the corona crisis 3,354 people died and 924,000 children are missing",fake,constraint
New restrictions banning households from meeting each other have come into force in Birmingham following a spike in #coronavirus cases https://t.co/VVmiUZlWkG,real,constraint
Our daily update is published. We’ve tracked a total of 831351 tests up 95647 from yesterday the lowest number since 3/25. Note that we can only track tests that a state reports. And not all states report all tests. For details see: https://t.co/PZrmH4bl5Y,real,constraint
"[#31 Provincial, districts, and municipalities 11 new crown pneumonia#,#【【【【【【【#] At 0-24:00 on June 12, 31 provinces (autonomous regions, municipalities) and Xinjiang Production and Construction Corps report newly confirmed diagnosisThere are 11 cases, including 5 cases of overseas input (1 case of Tianjin, 1 case in Shanghai, 1 case in Guangdong, 1 case in Hainan, and 1 case in Sichuan), all of which are in Beijing, all in Beijing; no new death cases; no new additions; no new additionsSuspected cases.Two new cases of hospitalization were newly cured on the day, and 635 close contacts of medical observations were lifted, and cases of unsatisfactory cases were lifted.66 cases of existing confirmed cases were entered overseas, and one existing suspected cases were entered.There were 1808 cumulative diagnosis cases, and 1742 cases were cured, and there were no death cases.As of 24:00 on June 12, according to the reports of 31 provinces (autonomous regions, municipalities) and Xinjiang Production and Construction Corps, there were 74 cases of confirmed cases (unsecured cases), and a total of 7,836 cases were cured.There were 8,3075 cases of confirmed cases and 1 case of suspected cases.A total of 75,1383 people were tracked to close contact, and 3,197 close contacts were still observed in medical observation.31 provinces (autonomous regions, municipalities) and Xinjiang Production and Construction Corps reported 7 cases of new asymptomatic infections (5 cases input overseas); there was no transition on the same day; 13 cases of medical observation were lifted on the same day (2 cases were entered overseas); Shangshang Shang; Shangshang Shang; Shangshang Shang; Shangshang; Shangshang Shang; Shangshang; Shang Shang; Shangshang98 patients with asymptomatic infections were observed (48 cases were entered overseas).A total of 1,596 confirmed cases were notified in Hong Kong, Macao and Taiwan.Among them, there were 1,108 cases of 1108 Special Administrative Regions (1060 cases of discharge, 4 cases of death), 45 cases of 45 cases of Macau Special Administrative Region (45 cases of discharge), and 443 cases in Taiwan (431 cases were discharged and 7 deaths).",real,checked
It's also important to note that antibody tests that can distinguish between vaccine-acquired immunity and naturally acquired immunity will be critical for the design of vaccine clinical trials: https://t.co/A0Cq3OW3FZ,real,constraint
"#cancel_ca_cs_exams 
#MERGECAEXAMSJULYANDNOV 
Icai please take serious on covid-19 pandemic,🙏
Icai please change or postpone, 
#IcaiRespondNow we what our life first, so, pls, 🙏🙏🙏icai Don't play with our life, and understand our problems 😣🙏 https://t.co/NRvMY8ndGp",fake,constraint
Updated on May 20: More than 1.5 million cases of #COVID19 have been reported in the U.S. 29 states report 10000+ cases. You can now find the number of cases by age group: https://t.co/wiuFBKR3Uh https://t.co/qmWpnnog2y,real,constraint
A man was beaten by the cops in Dehradun India after he violated the lockdown norms and came out to spit on people's doors and handles.,fake,constraint
Panama Plans To Shut Down The Panama Canal https://t.co/HV5BE1OAux #coronavirus #cruiseships #panamacanal,fake,constraint
The pandemic is a fake excuse for Bill Gates to depopulate the Earth.,fake,constraint
Yesterday our laboratories completed 2497 tests 528 of which were taken at managed isolation or quarantine facilities. The total number of tests completed in New Zealand to date is 438720.,real,constraint
2/10 Sir Patrick Vallance says #COVID19 cases are 'clearly increasing'. He adds 'we think the virus is doubling roughly every seven days' and emphasises if that is true the UK could have 49000 cases per day in mid-October. https://t.co/SWcqc3XLyJ https://t.co/WwdYvm3NnL,real,constraint
“I've always known this is a real this is a pandemic. I've felt it was a pandemic long before it was called a pandemic.”,fake,constraint
"[Waiting for you to come back safely!#The third batch of Chinese anti -epidemic medical expert group arrived in Milan#] Italy time at 16:45 on March 25th (23:45 on the 25th Beijing time), the third batch of 14 people in the Italian anti -epidemic medical expert group took 14 people to bringA large number of medical supplies flew to Milan, Italy, including local medical treatment items and commonly used drugs such as ventilator and guardians.The third batch of expert groups were established by the National Health and Health Commission, and the Fujian Provincial Health and Health Commission was selected.After the intention, it mainly assisted in the prevention and control of the new coronary pneumonia in Toscana.(Han Shuo)",real,checked
"[#【【【【【【【【#] Van Kylekhord, the technical person in charge of the World Health Organization Health Emergency Project, said on Friday that China ’s case data reported to the WHO is very important. It is related to public health.Master exact numbers and situations must be mastered.She expects that many countries will encounter the same situation when reviewing the statistics of new crown cases, and said that they have paid attention to reports that many countries have diseases outside the medical system and have not been counted.L Haike news for second shooting video",real,checked
66% of coronavirus deaths in France are from care facilities.,fake,constraint
The San Marcos 2020 National Fair in Aguascalientes Mexico was canceled by the new coronavirus.,fake,constraint
Florida also reported a record number of cases today—close to 10k. Florida remains one of the few states that does not report how many people are currently hospitalized. https://t.co/1k6DhZBtew,real,constraint
Our total number of confirmed cases of COVID-19 is now 1376 which is the number we report to the World Health Organization.​ ​ Yesterday our laboratories processed 9991 tests for COVID-19 bringing the total number of tests completed to date to 740321.,real,constraint
@avery_abe @TanMart03 I can't believe they left off the part where they reveal that COVID19 was bio-engineered just to kill Tanner. Fortunately the scientists failed.,fake,constraint
States and territories reported ~24k new cases—and the positive rate ticked up to ~7%. https://t.co/fB5JL1vEtr,real,constraint
"If the new coronavirus is exposed to a temperature of 26-27?C it will be killed, as it does not live in hot regions. Also drinking hot water and sun exposure will do the trick and staying away from ice cream and cold food is advised.",fake,constraint
One methodological note re: hospitalization data. States are reporting two fundamentally unlike statistics: current hospitalizations/ICU admissions and cumulative hospitalizations/ICU admissions. We also have very incomplete reporting overall here.,real,constraint
Let me be clear: No one should have to pay for their coronavirus treatment.,fake,constraint
Smokers are more likely to develop severe disease with #COVID19 compared to non-smokers. Speak with WHO’s digital health worker Florence to build a quit plan today 👉https://t.co/yvZBe0V24m https://t.co/ROhNmsghns,real,constraint
Final shoutout to Kansas (@KDHE) and Illinois (@IDPH). Thus far they are the only two states breaking out testing by race and ethnicity.,real,constraint
"[Hello, tomorrow#] The situation in the European and American epidemic situation is severe, but recently, there are individual voices that want to ""shake the pot"" in China.The great contribution of China's resistance to the world is obvious to the world. Can the muddy muddy muddy change the truth?The virus does not talk about ideology, regardless of national race, and pushing the pot to blame the virus will not disappear. Unity and resistance is the only way out.Human life and health are the first. Instead of looking for scapegoats everywhere, it is even more important to make up for the dead sheep.",real,checked
245 new cases of #COVID19; 131-Lagos 16-Jigawa 13-Ogun 12-Borno 9-Kaduna 9-Oyo 9-Rivers 9-Ebonyi 8-Kano 7-Kwara 5-Katsina 3-Akwa Ibom 3-Sokoto 2-Bauchi 2-Yobe 1-Anambra 1-Gombe 1-Niger 1-Ondo 1-Plateau 1-FCT 1-Bayelsa 7261 cases of #COVID19 in Nigeria Discharged: 2007 Deaths: 221 https://t.co/ITAGBMdXtB,real,constraint
COVID has caused healthcare experts to rethink screenings. https://t.co/YcfR61hM4c,real,constraint
"Heart Touching Pic On Internet Broken heart
Corona infected motherLoudly crying face - mother is mother, mother is loveHeart suitHeart suit",fake,constraint
"A popular YouTube video is claiming coronavirus ""numbers are false""",fake,constraint
"An article says that Britain has ""pulled out"" of a 5G contract with Chinese company Huawei because test kits were found to be contaminated with coronavirus.",fake,constraint
The governador of the Province of Buenos Aires Axel Kicillof wants to fire Juan Domínguez a doctor from the Hospital of Moron.,fake,constraint
The outbreak of #COVID19 #CoronaVirus is now declared a #Pandemic by the @WHO https://t.co/kYCw20gc83,real,constraint
"@KytheAntiComguy @ConceptualJames I was in Milan when COVID hit. I motorbiked past a dead body in the street. The hospitals were full and the morgues/crematoriums couldn't keep up. Military trucks, stacked with coffins, drove down my street almost daily.

Stop the compliance crap and wear the damn mask. Please.",fake,constraint
Gargling salt water and vinegar will kill the virus.,fake,constraint
"[Waiting for you to come back safely!##] This morning, the Chinese government went to Russia to go to Russia's anti -epidemic medical expert group to set off from Harbin to assist in Russia to help the epidemic prevention and control work.The expert group was established by the National Health Commission, and the Heilongjiang Provincial Health and Health Commission was selected.Members come from China Disease Prevention and Control Center, Heilongjiang Provincial Disease Control and Prevention Center, Heilongjiang Infectious Disease Prevention Institute, Harbin Medical University First Hospital, Harbin Medical University Second Hospital, Provincial Academy of Traditional Chinese Medicine, including laboratory testing, infectious diseases, infectious diseasesProfessional prevention and control, breathing, severe illnesses, Chinese medicine and other majors.At the same time, the medical expert group will carry a group of anti -epidemic supplies donated to Russia, including disposable medical surgical masks, disposable medical ordinary masks, N95 protective masks, disposable latex gloves, disposable working caps, anti -infiltration isolation clothes, Medical protective clothing, etc.@Voice of China",real,checked
Jennifer Lopez Reveals That Since Sheltering-in-Place Her Ass Has Gained 2-Inches https://t.co/dPlA0ilRMi #celebrities #coronavirus #jlo,fake,constraint
No significant mutation in SARS-CoV-2 in India. ICMR is actively exploring saliva based test for #COVID19 Dispels doubts raised over failure of one vaccine in clinical trials says trials are continuing only after expert committee reappraisal Details: https://t.co/X5oWj7M8Vd https://t.co/FPdIDDEfFy,real,constraint
Since the 11/08/20 we have contacted 1983 close contacts of our existing cases and we have traced 1861 of those people who are self-isolating will have been tested or are waiting testing.,real,constraint
403 new cases of #COVID19 Gombe-73 Lagos-68 Kano-46 Edo-36 FCT-35 Nasarawa-31 Kaduna-17 Oyo-16 Abia-15 Delta-13 Borno-13 Plateau-8 Niger-7 Rivers-7 Enugu-6 Ogun-6 Kebbi-3 Ondo-1 Anambra-1 Imo-1 16085 confirmed 5220 discharged 420 deaths https://t.co/lg4fcXLLYs,real,constraint
Mine Phone Sayardaw predicted that COVID-19 infections could exceed 100 million worldwide.,fake,constraint
"""Plandemia"": This video claims that the coronavirus was created in a laboratory and that it is a plan to reduce the population where vaccines and abortion are involved among many other claims.",fake,constraint
We're fighting the #COVID19 misinformation infodemic one issue at a time. Join us and get the latest issue of #CoronaCheck straight to your inbox every week: https://t.co/12LsCeUBPj #qanda #factcheck https://t.co/F4FyS2z5C1,fake,constraint
"Alien Takeover: Trump, Politicians, and the Coronavirus https://t.co/ugbqocxBVO #donaldtrump #aliens #coronavirus #ufo #politicians",fake,constraint
"[#【【#:#【【【【【#] On the afternoon of April 3rd, the headquarters of the new type of coronary virus pneumonia in Hubei Province held a 63rd press conference to introduce the overall planning to promote the prevention and control of the epidemic and agricultural production.The situation, and answer the reporter.@报 ↓ Follow.L People's Daily's Weibo video.",real,checked
Testing is conducted for 3 categories of people presenting with #COVID19 symptoms 1. Contacts of confirmed cases 2. Residents in areas of moderate-high prevalence of COVID-19 3. Recent returnees Learn more about #COVID19Nigeria testing &amp; share! #TakeResponsibility https://t.co/6nHwDofneH,real,constraint
